Text,Amount,Category
I bought snacks and paid $7 for the road trip,7,Food
I treated myself to breakfast and paid $92,92,Food
I bought lunch and paid $21 at work,21,Food
I grabbed a quick bite at food truck and paid $8 for brunch,8,Food
I grabbed quick bite from steakhouse for $87,87,Food
I purchased groceries for the week for $127,127,Food
I got delivery on the go and paid $85,85,Food
We ordered takeout and paid $63,63,Food
I grabbed a quick bite at food court and paid $11 for lunch,11,Food
We enjoyed brunch at burger joint for $79,79,Food
I purchased ingredients and spent $30 for cooking dinner,30,Food
I got dessert and paid $104,104,Food
I treated myself to fast food and paid $10,10,Food
I grabbed a quick bite at sushi bar and paid $48 for meal,48,Food
I bought lunch and paid $74 at work,74,Food
I grabbed dinner from coffee shop for $131,131,Food
I spent $84 on food for the party,84,Food
I ordered dinner delivery and paid $102 after work,102,Food
I got dessert and paid $53,53,Food
I treated myself to meal and paid $122,122,Food
I ordered dinner delivery and paid $135 after work,135,Food
I purchased groceries for the week for $15,15,Food
We had brunch night and paid $22 with the family,22,Food
I grabbed a quick bite at Thai place and paid $36 for delivery,36,Food
I had takeout and paid $107 at the sandwich shop,107,Food
I treated myself to dinner and paid $48,48,Food
I got quick bite on the go and paid $96,96,Food
I grabbed a quick bite at Thai place and paid $32 for snack,32,Food
We had brunch night and paid $84 with the family,84,Food
I had breakfast and paid $131 at the local cafe,131,Food
We enjoyed meal at bbq joint for $77,77,Food
I purchased ingredients and spent $40 for cooking dinner,40,Food
I grabbed a quick bite at Mexican restaurant and paid $51 for snack,51,Food
I bought lunch and paid $119 at work,119,Food
I got dessert and paid $54,54,Food
I purchased ingredients and spent $16 for cooking dinner,16,Food
We had fast food night and paid $21 with the family,21,Food
I treated myself to fast food and paid $39,39,Food
I stopped for coffee and paid $74 on my way to work,74,Food
I grabbed meal from Thai place for $113,113,Food
I purchased groceries for the week for $150,150,Food
I picked up some groceries and spent $16 at Whole Foods,16,Food
I treated myself to delivery and paid $108,108,Food
I got dessert and paid $39,39,Food
We went out for lunch and paid $122 with colleagues,122,Food
I spent $35 on food for the party,35,Food
I paid $72 for breakfast with friends,72,Food
We ordered takeout and paid $111,111,Food
I purchased groceries for the week for $11,11,Food
I purchased groceries for the week for $14,14,Food
I stopped for coffee and paid $41 on my way to work,41,Food
I bought snacks and paid $58 for the road trip,58,Food
I bought lunch and paid $31 at work,31,Food
I grabbed fast food from sushi bar for $8,8,Food
I bought lunch and paid $141 at work,141,Food
I stopped for coffee and paid $43 on my way to work,43,Food
I had takeout and paid $31 at the Italian restaurant,31,Food
We enjoyed takeout at Subway for $7,7,Food
I spent $31 on food for the party,31,Food
I purchased groceries for the week for $85,85,Food
We enjoyed snack at burger joint for $80,80,Food
We ordered takeout and paid $79,79,Food
I spent $116 on food shopping today,116,Food
I purchased sandals and paid $33 for the event,33,Clothing
I bought gloves for the special occasion for $362,362,Clothing
I purchased hat for the wedding for $323,323,Clothing
I purchased sandals and paid $320 online,320,Clothing
I bought outfit and spent $104 at department store,104,Clothing
I bought outfit for the special occasion for $119,119,Clothing
I spent $289 on blouse for the interview,289,Clothing
I got scarf and paid $270 for the party,270,Clothing
I updated my sweater collection for $379,379,Clothing
I purchased sweater and paid $243 for everyday wear,243,Clothing
I needed boots and paid $262 for daily wear,262,Clothing
I got outfit and paid $167 for work,167,Clothing
I went shopping for dress and spent $162,162,Clothing
I purchased coat for the wedding for $379,379,Clothing
I spent $104 on shoes for the weather,104,Clothing
I purchased underwear and spent $106 at the mall,106,Clothing
I got new jacket and spent $292,292,Clothing
I needed sandals and paid $92 for my vacation,92,Clothing
I purchased socks and paid $190 online,190,Clothing
I updated my jeans collection for $395,395,Clothing
I needed pants and paid $127 for my vacation,127,Clothing
I purchased boots and paid $131 for exercise,131,Clothing
I bought gloves for exercise and paid $184,184,Clothing
I purchased jeans and paid $310 online,310,Clothing
I needed underwear and paid $107 for daily wear,107,Clothing
I purchased sneakers for the wedding for $74,74,Clothing
I purchased scarf and paid $268 online,268,Clothing
I went shopping for boots and spent $299,299,Clothing
I purchased pants and paid $168 for the weather,168,Clothing
I spent $317 on outfit for the weather,317,Clothing
I bought pants and spent $122 at the mall,122,Clothing
I spent $264 on jacket for the weather,264,Clothing
I purchased scarf and spent $88 at the mall,88,Clothing
I updated my jeans collection for $61,61,Clothing
I bought boots for the special occasion for $248,248,Clothing
I needed underwear and paid $157 for daily wear,157,Clothing
I updated my socks collection for $172,172,Clothing
I purchased blouse and paid $74 online,74,Clothing
I needed new jeans for a party and paid $183,183,Clothing
I bought hat for spring and paid $361,361,Clothing
I purchased skirt for the wedding for $150,150,Clothing
I bought outfit for the special occasion for $358,358,Clothing
I purchased dress and paid $49 online,49,Clothing
I spent $237 on dress for the weather,237,Clothing
I got jacket and paid $203 for the party,203,Clothing
I needed skirt and paid $107 for daily wear,107,Clothing
I purchased jacket and paid $187 for special occasion,187,Clothing
I needed socks and paid $382 for daily wear,382,Clothing
I updated my wardrobe and spent $99 on new clothes,99,Clothing
I spent $60 on outfit for the weather,60,Clothing
I needed shoes and paid $165 for my vacation,165,Clothing
I bought dress for winter and paid $307,307,Clothing
I needed shorts and paid $172 for my vacation,172,Clothing
I got dress and paid $251 for the party,251,Clothing
I got sneakers and paid $358 for work,358,Clothing
I bought underwear for fall and paid $41,41,Clothing
I needed sneakers and paid $356 for daily wear,356,Clothing
I spent $45 on sandals for the interview,45,Clothing
I bought shirt for fall and paid $295,295,Clothing
I got boots and paid $52 for the party,52,Clothing
I went shopping for coat and spent $243,243,Clothing
I purchased scarf and spent $146 at the mall,146,Clothing
I needed outfit and paid $74 for daily wear,74,Clothing
I purchased blouse for the wedding for $68,68,Clothing
I updated my wardrobe and spent $250 on new clothes,250,Clothing
I spent $231 on shirt for the interview,231,Clothing
I spent $321 on sweater for the interview,321,Clothing
I needed scarf and paid $210 for daily wear,210,Clothing
I needed outfit and paid $278 for my vacation,278,Clothing
I spent $70 on socks for the interview,70,Clothing
I bought jacket for exercise and paid $258,258,Clothing
I got new jeans and spent $295,295,Clothing
I spent $299 on boots for the interview,299,Clothing
I purchased shorts and spent $158 at the mall,158,Clothing
I purchased shorts and paid $253 online,253,Clothing
I needed outfit and paid $174 for my vacation,174,Clothing
I spent $399 on blouse for the interview,399,Clothing
I bought shorts for the special occasion for $36,36,Clothing
I bought sneakers and spent $141 at the mall,141,Clothing
I bought shirt and spent $35 at outlet,35,Clothing
I purchased sandals and spent $176 at the mall,176,Clothing
I spent $391 on sneakers for the interview,391,Clothing
I needed sandals and paid $193 for my vacation,193,Clothing
I bought scarf for the special occasion for $378,378,Clothing
I went shopping for hat and spent $266,266,Clothing
I got underwear and paid $310 for work,310,Clothing
I bought coat for the special occasion for $376,376,Clothing
I got new sweater and spent $259,259,Clothing
I bought skirt and spent $247 at department store,247,Clothing
I got socks and paid $143 for the party,143,Clothing
I purchased jacket and paid $35 for everyday wear,35,Clothing
I needed skirt and paid $208 for my vacation,208,Clothing
I bought dress for the special occasion for $214,214,Clothing
I updated my scarf collection for $167,167,Clothing
I spent $256 on dress for the weather,256,Clothing
I purchased coat and paid $270 online,270,Clothing
I purchased coat for the wedding for $238,238,Clothing
I bought sneakers and spent $350 at department store,350,Clothing
I bought blouse for exercise and paid $286,286,Clothing
I needed boots and paid $341 for my vacation,341,Clothing
I bought dress for the special occasion for $104,104,Clothing
I bought shoes for the special occasion for $26,26,Clothing
I purchased hat and spent $117 at the mall,117,Clothing
I bought blouse for the special occasion for $354,354,Clothing
I went shopping for boots and spent $180,180,Clothing
I needed skirt and paid $256 for daily wear,256,Clothing
I bought blouse for spring and paid $285,285,Clothing
I went shopping for outfit and spent $169,169,Clothing
I updated my gloves collection for $199,199,Clothing
I updated my outfit collection for $186,186,Clothing
I bought a new skirt and paid $136 for the a wedding,136,Clothing
I got new socks and spent $303,303,Clothing
I got pants and paid $288 for the party,288,Clothing
I bought blouse for exercise and paid $99,99,Clothing
I purchased boots and spent $316 at the mall,316,Clothing
I spent $128 on socks for the interview,128,Clothing
I updated my coat collection for $330,330,Clothing
I went shopping for coat and spent $390,390,Clothing
I spent $311 on scarf for the interview,311,Clothing
I purchased dress and spent $399 at the mall,399,Clothing
I purchased shirt and paid $29 for the event,29,Clothing
I needed new blouse for everyday wear and paid $21,21,Clothing
I needed new boots for exercise and paid $365,365,Clothing
I purchased skirt and paid $186 for a date,186,Clothing
I purchased jacket and spent $65 at the mall,65,Clothing
I purchased sneakers and spent $70 at the mall,70,Clothing
I bought shoes for the special occasion for $122,122,Clothing
I purchased shirt and paid $167 for a wedding,167,Clothing
I updated my wardrobe and spent $378 on new clothes,378,Clothing
I bought coat for the special occasion for $318,318,Clothing
I spent $218 on jacket for the interview,218,Clothing
I spent $64 on shirt for the interview,64,Clothing
I needed skirt and paid $104 for daily wear,104,Clothing
